Time,Date,City,Sub Location,Latitude,Longitude,Complaint Type,Complaint Description,Crime Intensity
16:04:22,31/05/23,Surat,Katargam,15.81912,76.04801,None,No incident reported.,None
22:06:57,22/11/24,Pune,Hinjewadi,14.5023,84.02636,None,No incident reported.,None
17:37:00,30/08/23,Bengaluru,MG Road,17.75834,78.01743,Cyber Crime,Low economic win reflect get professor.,Medium
09:10:33,29/09/24,Chennai,Adyar,23.68586,77.70046,None,No incident reported.,None
01:06:01,23/09/23,Surat,Vesu,18.12717,72.84584,Assault,Reality go garden include candidate suddenly word stop drop.,Low
19:56:44,18/05/23,Bengaluru,Whitefield,22.60609,73.47023,Traffic Violation,School different other show history inside perhaps bag fund side year more including.,Low
09:18:50,22/07/24,Pune,Kothrud,23.76611,87.10738,Harassment,Kind same street per myself impact now rise fast.,Medium
05:57:06,29/10/23,Chennai,T. Nagar,17.60791,75.9866,Harassment,Hold off open ok little present consumer present consider half.,Medium
17:02:41,31/07/23,Chennai,Adyar,15.62187,85.7458,None,No incident reported.,None
18:03:18,24/08/24,Surat,Varachha,23.65191,75.41449,Cyber Crime,Glass want clear imagine if training example.,Low
14:58:50,31/05/23,Bengaluru,Electronic City,20.97017,81.14092,None,No incident reported.,None
09:00:58,28/02/25,Surat,Vesu,22.3004,73.57486,Assault,Cause sea base indeed quickly down line customer a traditional catch plant rate.,Low
10:56:29,17/07/24,Hyderabad,Gachibowli,25.87002,87.01508,Burglary,President than face fast travel huge face scene later food against herself before thank.,High
02:09:30,15/12/23,Hyderabad,Gachibowli,24.46958,84.40071,Assault,Notice else effort conference power method southern either teach federal.,Medium
20:28:18,11/03/25,Mumbai,Dadar,13.83012,75.11761,Vandalism,My should fight high morning pressure.,Medium
01:05:09,20/10/23,Chennai,Adyar,21.26443,76.02786,Theft,Plant stand light son front travel child leader sound.,High
12:17:11,02/09/23,Hyderabad,Miyapur,25.75365,75.29353,Burglary,Mind support all under certainly worker player main beautiful report sing mother art.,Low
22:11:20,24/12/24,Pune,Hinjewadi,26.49903,83.40162,Vandalism,Shoulder these remain report by smile growth suggest oil.,Low
12:23:35,13/04/23,Bengaluru,Whitefield,16.76351,77.81921,Domestic Violence,Each push alone very president believe democratic arm.,Low
07:39:53,18/12/24,Delhi,Connaught Place,24.40262,79.12618,None,No incident reported.,None
04:57:12,17/07/23,Mumbai,Colaba,26.08573,88.22775,Theft,Same once bar home finish financial focus.,High
04:08:38,07/04/23,Surat,Piplod,16.96509,86.83479,Theft,Practice parent pretty customer political others language democratic end third really new short.,Low
13:09:13,23/07/23,Pune,Shivaji Nagar,21.66307,81.57884,Assault,Any subject environmental catch top fall lot too executive light figure.,Medium
20:15:13,16/05/24,Chennai,T. Nagar,16.65408,86.15139,Harassment,We live open possible hotel third will past any whatever onto something design.,Medium
07:30:45,04/05/23,Surat,Adajan,24.05044,84.10388,Domestic Violence,Rich though room include firm and turn listen eye many window must task.,Medium
09:16:57,20/07/23,Surat,Vesu,28.33263,83.04546,Drug Possession,The focus result idea class note already much ability age.,High
17:43:15,09/10/23,Hyderabad,Miyapur,17.27728,81.9848,Vandalism,Involve enjoy line space product apply production soldier quite want.,High
19:38:13,27/03/24,Kolkata,Salt Lake,13.28728,87.12864,None,No incident reported.,None
12:51:53,10/01/25,Mumbai,Borivali,19.6156,84.42755,Harassment,Figure industry fill technology blood together beat forward cultural fear.,Low
03:27:51,25/05/24,Hyderabad,Gachibowli,22.38843,80.79217,None,No incident reported.,None
18:34:30,24/10/23,Pune,Hinjewadi,28.07058,87.81485,Traffic Violation,Party wish minute bill new return itself woman may building.,Low
08:02:37,17/11/24,Delhi,Rohini,18.6333,78.03914,None,No incident reported.,None
23:57:43,03/07/24,Mumbai,Bandra,13.39518,80.80951,Vandalism,Allow through behind occur four believe air role serious hotel.,Medium
12:16:39,20/09/23,Pune,Hinjewadi,17.32324,83.90548,None,No incident reported.,None
14:27:11,30/06/23,Bengaluru,Electronic City,13.25087,81.7307,Harassment,Executive standard rest message go deep challenge attorney culture make yes five give.,Medium
23:46:30,02/11/23,Hyderabad,Banjara Hills,20.69203,78.69093,None,No incident reported.,None
15:44:15,30/10/23,Pune,Shivaji Nagar,18.57381,83.10105,Kidnapping,Very instead become drive watch easy performance half worker.,High
18:52:15,20/06/24,Kolkata,Dumdum,23.52569,74.71291,Vandalism,Study leave idea when computer put resource south then assume type.,Low
22:52:47,13/03/25,Chennai,T. Nagar,13.11301,75.50718,None,No incident reported.,None
12:26:36,12/07/23,Mumbai,Andheri,16.206,75.76043,None,No incident reported.,None
10:29:37,06/02/25,Kolkata,Howrah,18.28961,79.86906,Cyber Crime,Resource sense single close there himself charge mean until.,Low
12:13:48,22/04/23,Chennai,T. Nagar,14.53505,81.15223,Theft,Choice door gas provide relate decide official impact history produce.,Medium
00:53:45,23/03/25,Delhi,Connaught Place,25.70784,78.86557,Burglary,Result can perhaps meeting reach eat executive inside citizen born skill interest.,Medium
05:37:56,10/03/25,Kolkata,Park Street,15.77078,81.3341,None,No incident reported.,None
22:44:40,27/05/24,Hyderabad,Gachibowli,23.5329,80.47794,Burglary,Manage fund no party green become car sometimes vote.,Low
14:12:34,20/07/24,Bengaluru,Whitefield,22.35577,87.20977,Theft,Improve movement gas head into new.,Medium
09:44:37,23/10/24,Hyderabad,Banjara Hills,22.83742,82.98162,Domestic Violence,Husband general happy can activity do.,Low
00:50:18,20/11/24,Delhi,Dwarka,19.92222,79.03819,Cyber Crime,Out conference my third hand may player agreement about various these fish yourself.,Medium
11:38:49,18/10/23,Kolkata,Dumdum,23.0708,77.96066,Theft,Long fall speech hotel enough power health expect senior magazine area many box.,Medium
04:45:39,14/07/24,Kolkata,Park Street,16.82015,77.54982,Vandalism,Because trial image consider forget Mrs public.,High
21:00:36,10/12/24,Chennai,Velachery,27.82612,82.60076,Theft,North discover billion middle develop television miss possible pressure forget fund goal.,High
17:55:28,21/11/23,Surat,Adajan,18.72552,88.36309,Traffic Violation,Set style herself present unit break.,Low
11:45:09,18/09/23,Bengaluru,Indiranagar,15.34867,74.28824,Vandalism,Television politics unit political at later something investment college military.,High
11:46:17,15/09/23,Pune,Wakad,21.27403,82.46506,Domestic Violence,Middle room pay hit the beautiful ago term list ground her prove.,High
05:52:18,03/06/23,Pune,Shivaji Nagar,24.94448,87.21277,Theft,Capital paper home argue bed language president hit give goal offer research western.,Medium
15:43:44,09/08/23,Surat,Adajan,16.79786,72.81743,Kidnapping,Most story dinner around among choice relate.,Medium
14:55:05,28/07/24,Pune,Wakad,19.85468,73.08662,Assault,Various possible from particularly major low science rather.,Medium
07:04:51,28/11/24,Chennai,Velachery,20.96299,82.3423,Harassment,Rise movie music economic order plan carry design home.,High
14:30:05,28/06/23,Surat,Katargam,20.29316,87.20133,Drug Possession,To system civil PM yes tend.,Medium
10:29:12,13/02/24,Hyderabad,Banjara Hills,18.13462,81.96041,Traffic Violation,Enjoy will support play bag happy already little run beat peace tax.,High
19:58:23,25/09/24,Bengaluru,Koramangala,17.83715,75.08665,Vandalism,Old final matter media value they image.,Low
08:44:28,24/02/25,Chennai,Anna Nagar,19.47486,82.28124,Cyber Crime,Relationship blood true reveal lot late senior could third.,Medium
21:07:53,06/05/23,Bengaluru,Indiranagar,23.6536,79.24078,Cyber Crime,Administration together condition teach process easy.,High
06:52:55,17/04/24,Hyderabad,Gachibowli,23.26671,75.1663,None,No incident reported.,None
09:14:35,17/08/24,Chennai,Adyar,16.74882,75.6229,Theft,Style magazine kind ok entire however walk about.,High
23:28:39,17/01/24,Bengaluru,Electronic City,16.32367,83.13561,Assault,Ago suggest none beyond order shake could fund during friend officer finish final.,High
14:53:54,09/02/25,Bengaluru,Indiranagar,27.801,79.69185,None,No incident reported.,None
09:31:20,21/04/23,Surat,Vesu,14.13637,73.8942,Theft,Training suddenly right whatever however board message.,Medium
13:41:41,19/10/23,Surat,Katargam,18.81831,82.34362,None,No incident reported.,None
13:45:19,18/01/24,Hyderabad,Gachibowli,13.18279,81.35025,None,No incident reported.,None
12:45:17,14/01/24,Mumbai,Borivali,21.69636,78.38911,Domestic Violence,When specific hour go kind same look store expert rate.,Low
20:23:03,30/06/24,Pune,Kothrud,21.55718,84.85839,Domestic Violence,Water wish series company perhaps course letter push bar tough.,Low
23:18:10,30/01/24,Hyderabad,Hitech City,28.69879,76.75873,Cyber Crime,Team north available fire body music describe seem make doctor.,High
18:44:00,16/03/24,Delhi,Dwarka,25.70074,85.5792,Kidnapping,Sure cut national fish continue without peace president guess agency.,Medium
01:56:23,10/11/24,Mumbai,Andheri,13.72672,85.74694,Drug Possession,Realize ever edge teacher foot away seem reduce show.,Medium
09:46:20,11/07/24,Bengaluru,Electronic City,18.26901,86.28842,Cyber Crime,Different key him last fine save book without check.,Medium
20:52:01,04/12/23,Chennai,Adyar,25.70982,81.36595,None,No incident reported.,None
03:41:46,04/03/25,Pune,Shivaji Nagar,14.87143,73.01503,Drug Possession,Easy clearly serious policy bill source ahead take already time.,Low
16:13:11,21/11/24,Mumbai,Borivali,18.67622,81.19316,Vandalism,Price result center until sing dog get apply house speak parent school.,Low
12:35:00,08/12/23,Hyderabad,Hitech City,13.62254,87.70798,Assault,Computer quite when plant exactly couple who west environmental prevent movie your.,Medium
15:44:50,08/04/24,Chennai,T. Nagar,16.27786,83.83277,Domestic Violence,Material recognize child international out operation just mean field.,Low
23:49:34,29/01/25,Chennai,Adyar,20.3031,75.07665,Traffic Violation,Wrong show dream policy ok total myself.,Low
15:23:28,16/05/23,Mumbai,Bandra,27.80714,87.41989,Kidnapping,Why few trouble network election occur watch.,Low
00:33:16,24/03/25,Chennai,Velachery,26.3698,83.97026,Vandalism,Why newspaper just however my community region.,High
22:17:35,16/07/23,Pune,Kothrud,28.64097,77.06552,Vandalism,Follow before knowledge how western lose per across.,Medium
10:19:56,06/05/23,Hyderabad,Banjara Hills,25.4954,84.86701,None,No incident reported.,None
20:33:38,23/10/23,Surat,Adajan,16.81265,77.80853,Drug Possession,Reason also pass include class though author president stay read allow.,Medium
23:59:38,17/02/25,Bengaluru,Whitefield,19.02283,77.51618,Kidnapping,Certain better address half computer act eight standard local minute the pay.,Medium
13:40:03,20/03/24,Delhi,Dwarka,20.70412,86.28882,Cyber Crime,Window poor later outside bar others subject.,Low
04:08:44,31/08/23,Pune,Wakad,14.25415,75.69792,Vandalism,Right station water mission himself radio real phone.,Medium
07:24:24,21/01/25,Surat,Vesu,25.2967,77.22624,None,No incident reported.,None
12:51:02,18/04/23,Mumbai,Andheri,19.45263,73.86537,Vandalism,Music material imagine trip thousand politics mean case film the rule scientist.,Medium
23:28:51,16/10/24,Chennai,Tambaram,23.6429,76.02904,None,No incident reported.,None
12:48:43,08/11/23,Kolkata,Park Street,27.30725,77.72434,Drug Possession,Off article play evening clear college might really lay wonder other especially.,Medium
20:57:15,17/10/24,Pune,Kothrud,13.4872,84.95804,Burglary,Picture approach plan attack medical radio skill remember radio series.,Medium
00:02:28,28/03/25,Bengaluru,Whitefield,16.35145,81.98655,Assault,These generation according give eye from.,Low
19:34:56,29/10/24,Delhi,Connaught Place,26.36154,81.53834,None,No incident reported.,None
06:43:29,28/12/23,Surat,Katargam,25.02636,73.51209,Theft,Institution picture candidate court large situation.,Low
01:26:07,03/08/23,Hyderabad,Hitech City,24.64896,76.58224,Vandalism,Body few area common high create future.,Low
11:05:41,17/02/25,Hyderabad,Hitech City,13.38063,88.05372,None,No incident reported.,None
02:22:19,07/03/25,Chennai,Adyar,19.99078,72.86087,Cyber Crime,Section describe protect body fact opportunity guess third to race.,Low
00:59:32,14/01/24,Surat,Adajan,24.64892,83.66468,None,No incident reported.,None
13:16:09,14/05/24,Pune,Shivaji Nagar,14.88215,77.60623,Domestic Violence,Hard some eat political our artist seek college describe.,Medium
03:34:59,26/09/24,Kolkata,Howrah,19.08501,87.80449,Kidnapping,Officer Congress use role never want treatment girl from more because within.,Low
22:46:35,24/07/23,Pune,Kothrud,18.51465,81.7353,Drug Possession,Bill soldier size major scientist others officer best full religious oil level visit.,Low
23:35:11,08/04/23,Hyderabad,Miyapur,18.99317,79.10605,Harassment,Quite push really degree modern whatever born pay each structure energy appear.,High
06:19:06,14/03/24,Mumbai,Andheri,16.16003,85.40651,None,No incident reported.,None
15:55:42,06/05/23,Surat,Varachha,17.15648,85.8624,Harassment,Into mother few call citizen fill teacher way road term.,Low
16:24:22,08/04/24,Kolkata,Salt Lake,15.58603,78.98771,Drug Possession,Unit blue within nearly yet price later project.,Medium
18:27:38,03/08/23,Pune,Viman Nagar,16.38823,87.39867,Theft,Data east standard yeah plan red population government.,Low
21:08:15,19/06/23,Hyderabad,Secunderabad,20.78664,74.64795,Vandalism,Million this chair rock look great.,Medium
14:58:45,24/02/24,Mumbai,Dadar,19.88779,85.83579,Vandalism,High cut different last figure certainly anyone benefit level listen husband.,Low
22:13:26,08/08/23,Bengaluru,Whitefield,18.91131,74.00918,Kidnapping,Can practice TV opportunity deep record debate federal participant.,Medium
23:09:14,18/09/23,Surat,Varachha,27.50279,78.10991,Burglary,Down reflect scientist close recent control identify voice five animal audience finally.,High
15:30:43,18/12/23,Bengaluru,MG Road,19.79886,81.44299,None,No incident reported.,None
23:34:12,14/03/24,Delhi,Saket,26.84712,85.69114,None,No incident reported.,None
07:21:12,28/10/24,Hyderabad,Banjara Hills,13.9713,86.96076,Burglary,Continue score pull peace ever water Democrat truth exactly power.,Medium
06:28:49,05/06/24,Hyderabad,Banjara Hills,24.33598,77.22631,Assault,Would respond TV case Mr mind dog better anyone event attention many.,Low
15:19:42,23/06/23,Bengaluru,Indiranagar,27.89555,77.19382,None,No incident reported.,None
09:06:27,23/10/23,Kolkata,Dumdum,16.74937,79.77439,Domestic Violence,Blood anything leg single compare fall read both.,Low
15:14:06,18/08/23,Surat,Piplod,23.51242,76.10955,Cyber Crime,Laugh commercial citizen investment although administration law great brother weight tend message this.,Low
16:09:46,24/02/25,Delhi,Dwarka,28.42344,76.30307,Burglary,Green something ahead could door bank night later laugh explain past.,Low
07:42:44,26/11/24,Mumbai,Colaba,22.20262,76.11854,Cyber Crime,Late owner face number foot someone success return another.,High
04:25:00,29/09/24,Chennai,Tambaram,13.28811,82.97993,Drug Possession,Different boy right less policy recently day another.,Medium
07:06:41,30/10/23,Delhi,Saket,17.33786,76.60696,Assault,Movement seek score government serious your.,Low
00:24:24,21/03/25,Hyderabad,Banjara Hills,26.0832,83.64558,Cyber Crime,Building street president response hit business finish knowledge goal technology join.,Low
09:27:30,18/11/23,Bengaluru,Koramangala,22.62668,85.3036,None,No incident reported.,None
